,rule,object_category,group,candidate,answer
0,Sweep the food into the sink,object to sweep,object type,L-shaped block,no
1,Sweep the food into the sink,object to sweep,object type,tomato,yes
2,Sweep the food into the sink,object to sweep,object type,peach,yes
3,Sweep the food into the sink,object to sweep,object type,apple,yes
4,Sweep the food into the sink,object to sweep,object type,banana,yes
5,Sweep the food into the sink,object to sweep,object type,pepper,yes
6,Sweep the food into the sink,object to sweep,object type,drying rack,no
7,Sweep the food into the sink,object to sweep,object type,drying cloth,no
8,Sweep the food into the sink,object to sweep,object type,dish towel,no
9,Sweep the food into the sink,object to sweep,object type,plate,no
10,Sweep the food into the sink,object to sweep,object type,mug,yes
11,Sweep the food into the sink,object to sweep,object type,cup,no
12,Sweep the food into the sink,object to sweep,object type,saucer,no
13,Sweep the food into the sink,object to sweep,object type,coaster,no
14,Sweep the food into the sink,object to sweep,object type,block,no
15,Sweep the food into the sink,object to sweep,object type,bowl,no
16,Sweep the food into the sink,object to sweep,object type,container,no
17,Sweep the food into the sink,object to sweep,object type,cross (block of this shape),no
18,Sweep the food into the sink,object to sweep,object type,diamond (block of this shape),no
19,Sweep the food into the sink,object to sweep,object type,flower (block of this shape),no
20,Sweep the food into the sink,object to sweep,object type,heart (block of this shape),no
21,Sweep the food into the sink,object to sweep,object type,hexagon (block of this shape),no
22,Sweep the food into the sink,object to sweep,object type,letter A,no
23,Sweep the food into the sink,object to sweep,object type,letter E,no
24,Sweep the food into the sink,object to sweep,object type,letter G,no
25,Sweep the food into the sink,object to sweep,object type,letter M,no
26,Sweep the food into the sink,object to sweep,object type,letter R,no
27,Sweep the food into the sink,object to sweep,object type,letter T,no
28,Sweep the food into the sink,object to sweep,object type,letter V,no
29,Sweep the food into the sink,object to sweep,object type,pallet,no
30,Sweep the food into the sink,object to sweep,object type,pan,no
31,Sweep the food into the sink,object to sweep,object type,pentagon (block of this shape),no
32,Sweep the food into the sink,object to sweep,object type,ring (block of this shape),no
33,Sweep the food into the sink,object to sweep,object type,round (block of this shape),no
34,Sweep the food into the sink,object to sweep,object type,shorter block,no
35,Sweep the food into the sink,object to sweep,object type,small block,no
36,Sweep the food into the sink,object to sweep,object type,star (block of this shape),no
37,Sweep the food into the sink,object to sweep,object type,triangle (block of this shape),no
38,Sweep the food into the sink,object to sweep,object type,book,no
39,Sweep the food into the sink,object to sweep,object type,iPad,no
40,Sweep the food into the sink,object to sweep,object type,phone,no
41,Sweep the food into the sink,object to sweep,object type,laptop,no
42,Sweep the food into the sink,object to sweep,object type,bin,no
43,Sweep the food into the sink,object to sweep,object type,stove,no
44,Sweep the food into the sink,object to sweep,object type,sharp block,no
45,Sweep the food into the sink,object to sweep,object type,knife,no
46,Sweep the food into the sink,object to sweep,object type,rug,no
47,Sweep the food into the sink,object to sweep,object type,box,no
48,Sweep the food into the sink,object to sweep,object color,brick,yes
49,Sweep the food into the sink,object to sweep,object color,tiles,yes
50,Sweep the food into the sink,object to sweep,object color,wooden,yes
51,Sweep the food into the sink,object to sweep,object color,granite,yes
52,Sweep the food into the sink,object to sweep,object color,plastic,yes
53,Sweep the food into the sink,object to sweep,object color,carpet,yes
54,Sweep the food into the sink,object to sweep,object color,polka dot,yes
55,Sweep the food into the sink,object to sweep,object color,checkerboard,yes
56,Sweep the food into the sink,object to sweep,object color,tiger,yes
57,Sweep the food into the sink,object to sweep,object color,magma,yes
58,Sweep the food into the sink,object to sweep,object color,rainbow,yes
59,Sweep the food into the sink,object to sweep,object color,blue,yes
60,Sweep the food into the sink,object to sweep,object color,cyan,yes
61,Sweep the food into the sink,object to sweep,object color,green,yes
62,Sweep the food into the sink,object to sweep,object color,olive,yes
63,Sweep the food into the sink,object to sweep,object color,orange,yes
64,Sweep the food into the sink,object to sweep,object color,pink,yes
65,Sweep the food into the sink,object to sweep,object color,purple,yes
66,Sweep the food into the sink,object to sweep,object color,red,yes
67,Sweep the food into the sink,object to sweep,object color,yellow,yes
68,Sweep the food into the sink,object to sweep,object color,dark blue,yes
69,Sweep the food into the sink,object to sweep,object color,dark cyan,yes
70,Sweep the food into the sink,object to sweep,object color,dark green,yes
71,Sweep the food into the sink,object to sweep,object color,dark orange,yes
72,Sweep the food into the sink,object to sweep,object color,dark pink,yes
73,Sweep the food into the sink,object to sweep,object color,dark purple,yes
74,Sweep the food into the sink,object to sweep,object color,dark red,yes
75,Sweep the food into the sink,object to sweep,object color,dark yellow,yes
76,Sweep the food into the sink,object to sweep,object color,red and yellow stripe,yes
77,Sweep the food into the sink,object to sweep,object color,red and green stripe,yes
78,Sweep the food into the sink,object to sweep,object color,red and blue stripe,yes
79,Sweep the food into the sink,object to sweep,object color,red and purple stripe,yes
80,Sweep the food into the sink,object to sweep,object color,yellow and green stripe,yes
81,Sweep the food into the sink,object to sweep,object color,yellow and blue stripe,yes
82,Sweep the food into the sink,object to sweep,object color,yellow and purple stripe,yes
83,Sweep the food into the sink,object to sweep,object color,green and blue stripe,yes
84,Sweep the food into the sink,object to sweep,object color,green and purple stripe,yes
85,Sweep the food into the sink,object to sweep,object color,blue and purple stripe,yes
86,Sweep the food into the sink,object to sweep,object color,dark red and yellow stripe,yes
87,Sweep the food into the sink,object to sweep,object color,dark red and green stripe,yes
88,Sweep the food into the sink,object to sweep,object color,dark red and blue stripe,yes
89,Sweep the food into the sink,object to sweep,object color,dark red and purple stripe,yes
90,Sweep the food into the sink,object to sweep,object color,dark yellow and green stripe,yes
91,Sweep the food into the sink,object to sweep,object color,dark yellow and blue stripe,yes
92,Sweep the food into the sink,object to sweep,object color,dark yellow and purple stripe,yes
93,Sweep the food into the sink,object to sweep,object color,dark green and blue stripe,yes
94,Sweep the food into the sink,object to sweep,object color,dark green and purple stripe,yes
95,Sweep the food into the sink,object to sweep,object color,dark blue and purple stripe,yes
96,Sweep the food into the sink,object to sweep,object color,red and yellow polka dot,yes
97,Sweep the food into the sink,object to sweep,object color,red and green polka dot,yes
98,Sweep the food into the sink,object to sweep,object color,red and blue polka dot,yes
99,Sweep the food into the sink,object to sweep,object color,red and purple polka dot,yes
100,Sweep the food into the sink,object to sweep,object color,yellow and green polka dot,yes
101,Sweep the food into the sink,object to sweep,object color,yellow and blue polka dot,yes
102,Sweep the food into the sink,object to sweep,object color,yellow and purple polka dot,yes
103,Sweep the food into the sink,object to sweep,object color,green and blue polka dot,yes
104,Sweep the food into the sink,object to sweep,object color,green and purple polka dot,yes
105,Sweep the food into the sink,object to sweep,object color,blue and purple polka dot,yes
106,Sweep the food into the sink,object to sweep,object color,dark red and yellow polka dot,yes
107,Sweep the food into the sink,object to sweep,object color,dark red and green polka dot,yes
108,Sweep the food into the sink,object to sweep,object color,dark red and blue polka dot,yes
