,rule,object_category,group,candidate,answer
0,Sweep the dust into the trash,object to sweep,object type,L-shaped block,no
1,Sweep the dust into the trash,object to sweep,object type,tomato,no
2,Sweep the dust into the trash,object to sweep,object type,peach,no
3,Sweep the dust into the trash,object to sweep,object type,apple,no
4,Sweep the dust into the trash,object to sweep,object type,banana,yes
5,Sweep the dust into the trash,object to sweep,object type,pepper,yes
6,Sweep the dust into the trash,object to sweep,object type,drying rack,no
7,Sweep the dust into the trash,object to sweep,object type,drying cloth,yes
8,Sweep the dust into the trash,object to sweep,object type,dish towel,yes
9,Sweep the dust into the trash,object to sweep,object type,plate,no
10,Sweep the dust into the trash,object to sweep,object type,mug,no
11,Sweep the dust into the trash,object to sweep,object type,cup,no
12,Sweep the dust into the trash,object to sweep,object type,saucer,no
13,Sweep the dust into the trash,object to sweep,object type,coaster,yes
14,Sweep the dust into the trash,object to sweep,object type,block,yes
15,Sweep the dust into the trash,object to sweep,object type,bowl,no
16,Sweep the dust into the trash,object to sweep,object type,container,yes
17,Sweep the dust into the trash,object to sweep,object type,cross (block of this shape),no
18,Sweep the dust into the trash,object to sweep,object type,diamond (block of this shape),no
19,Sweep the dust into the trash,object to sweep,object type,flower (block of this shape),no
20,Sweep the dust into the trash,object to sweep,object type,heart (block of this shape),no
21,Sweep the dust into the trash,object to sweep,object type,hexagon (block of this shape),no
22,Sweep the dust into the trash,object to sweep,object type,letter A,no
23,Sweep the dust into the trash,object to sweep,object type,letter E,no
24,Sweep the dust into the trash,object to sweep,object type,letter G,no
25,Sweep the dust into the trash,object to sweep,object type,letter M,no
26,Sweep the dust into the trash,object to sweep,object type,letter R,no
27,Sweep the dust into the trash,object to sweep,object type,letter T,no
28,Sweep the dust into the trash,object to sweep,object type,letter V,no
29,Sweep the dust into the trash,object to sweep,object type,pallet,no
30,Sweep the dust into the trash,object to sweep,object type,pan,no
31,Sweep the dust into the trash,object to sweep,object type,pentagon (block of this shape),yes
32,Sweep the dust into the trash,object to sweep,object type,ring (block of this shape),yes
33,Sweep the dust into the trash,object to sweep,object type,round (block of this shape),yes
34,Sweep the dust into the trash,object to sweep,object type,shorter block,no
35,Sweep the dust into the trash,object to sweep,object type,small block,no
36,Sweep the dust into the trash,object to sweep,object type,star (block of this shape),no
37,Sweep the dust into the trash,object to sweep,object type,triangle (block of this shape),no
38,Sweep the dust into the trash,object to sweep,object type,book,yes
39,Sweep the dust into the trash,object to sweep,object type,iPad,no
40,Sweep the dust into the trash,object to sweep,object type,phone,no
41,Sweep the dust into the trash,object to sweep,object type,laptop,no
42,Sweep the dust into the trash,object to sweep,object type,bin,no
43,Sweep the dust into the trash,object to sweep,object type,stove,no
44,Sweep the dust into the trash,object to sweep,object type,sharp block,no
45,Sweep the dust into the trash,object to sweep,object type,knife,no
46,Sweep the dust into the trash,object to sweep,object type,rug,no
47,Sweep the dust into the trash,object to sweep,object type,box,yes
48,Sweep the dust into the trash,object to sweep,object color,brick,yes
49,Sweep the dust into the trash,object to sweep,object color,tiles,yes
50,Sweep the dust into the trash,object to sweep,object color,wooden,yes
51,Sweep the dust into the trash,object to sweep,object color,granite,yes
52,Sweep the dust into the trash,object to sweep,object color,plastic,no
53,Sweep the dust into the trash,object to sweep,object color,carpet,no
54,Sweep the dust into the trash,object to sweep,object color,polka dot,no
55,Sweep the dust into the trash,object to sweep,object color,checkerboard,yes
56,Sweep the dust into the trash,object to sweep,object color,tiger,yes
57,Sweep the dust into the trash,object to sweep,object color,magma,yes
58,Sweep the dust into the trash,object to sweep,object color,rainbow,yes
59,Sweep the dust into the trash,object to sweep,object color,blue,yes
60,Sweep the dust into the trash,object to sweep,object color,cyan,yes
61,Sweep the dust into the trash,object to sweep,object color,green,yes
62,Sweep the dust into the trash,object to sweep,object color,olive,yes
63,Sweep the dust into the trash,object to sweep,object color,orange,yes
64,Sweep the dust into the trash,object to sweep,object color,pink,yes
65,Sweep the dust into the trash,object to sweep,object color,purple,yes
66,Sweep the dust into the trash,object to sweep,object color,red,yes
67,Sweep the dust into the trash,object to sweep,object color,yellow,yes
68,Sweep the dust into the trash,object to sweep,object color,dark blue,yes
69,Sweep the dust into the trash,object to sweep,object color,dark cyan,yes
70,Sweep the dust into the trash,object to sweep,object color,dark green,yes
71,Sweep the dust into the trash,object to sweep,object color,dark orange,yes
72,Sweep the dust into the trash,object to sweep,object color,dark pink,yes
73,Sweep the dust into the trash,object to sweep,object color,dark purple,yes
74,Sweep the dust into the trash,object to sweep,object color,dark red,yes
75,Sweep the dust into the trash,object to sweep,object color,dark yellow,yes
76,Sweep the dust into the trash,object to sweep,object color,red and yellow stripe,yes
77,Sweep the dust into the trash,object to sweep,object color,red and green stripe,yes
78,Sweep the dust into the trash,object to sweep,object color,red and blue stripe,yes
79,Sweep the dust into the trash,object to sweep,object color,red and purple stripe,yes
80,Sweep the dust into the trash,object to sweep,object color,yellow and green stripe,yes
81,Sweep the dust into the trash,object to sweep,object color,yellow and blue stripe,no
82,Sweep the dust into the trash,object to sweep,object color,yellow and purple stripe,yes
83,Sweep the dust into the trash,object to sweep,object color,green and blue stripe,yes
